show_id,streaming_service,type,title,director,cast,country,country1,country2,country3,country4,country5,country6,date_added,release_year,rating,movie_runtime,number_of_seasons,listed_in,category1,category2,category3,category4,category5
7045,Amazon Prime,Movie,Ballast,Lance Hammer,"Tarra Riggs, Micheal J. Smith Sr., JimMyron Ross",,,,,,,,,2008,,96,,"Drama, Suspense",Drama,Suspense,,,
7046,Amazon Prime,TV Show,Ascension,,"Brandon P. Bell, Tricia Helfer, Brian Van Holt, Ryan Robbins, Al Sapienza, Tiffany Lonsdale, Andrea Roth, Jacqueline Byers, Ellie O'Brien, PJ Boudousque, Gil Bellows, Lauren Lee Smith",,,,,,,,,2015,TV-MA,,1,"Drama, Science Fiction",Drama,Science Fiction,,,
7047,Amazon Prime,Movie,Annie Hall,Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon, Shelley Duvall, Janet Margolin, Christopher Walken",,,,,,,,,1977,PG,93,,Comedy,Comedy,,,,
7048,Amazon Prime,Movie,Annabelle Hooper and the Ghosts of Nantucket,Paul Serafini,"Bailee Madison, Robert Capron, Rachel Resheff, Mavrick Moreno, Whitney Goin, Gary Weeks, Juliana Harkavy, Kevin B. McGlynn, Jamison Stern, Mia Matthews",,,,,,,,,2016,UNRATED,92,,"Action, Adventure, Kids",Action,Adventure,Kids,,
7049,Amazon Prime,Movie,American Experience: The Poisoner's Handbook,Rob Rapley,,,,,,,,,,2014,16+,113,,"Documentary, Special Interest",Documentary,Special Interest,,,
7050,Amazon Prime,Movie,All About Steve,Phil Traill,"Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong, Dj Qualls, Howard Hesseman, Keith David, Beth Grant",,,,,,,,,2009,PG-13,99,,Comedy,Comedy,,,,
7051,Amazon Prime,Movie,A Bucket Of Blood,Roger Corman,"Dick Miller, Barboura Morris, Antony Carbone, Bert Convey",,,,,,,,,1959,13+,65,,"Comedy, Drama",Comedy,Drama,,,
7052,Amazon Prime,Movie,21,Robert Luketic,"Jim Sturgess, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Josh Gad, Sam Golzari, Laurence Fishburne, Kevin Spacey",,,,,,,,,2008,PG-13,123,,"Drama, Suspense",Drama,Suspense,,,
7053,Amazon Prime,Movie,Zombie For Sale,Lee Min-Jae,"Se-ah Jang, Jae-yeong Jeong, Garam Jung",,,,,,,,,2019,18+,112,,"Comedy, Horror",Comedy,Horror,,,
7054,Amazon Prime,Movie,Warlock,Steve Miner,"Julian Sands, Lori Singer, Richard E. Grant",,,,,,,,,1991,R,103,,"Action, Horror",Action,Horror,,,
7055,Amazon Prime,Movie,Twilight's Last Gleaming,Robert Aldrich,"Burt Lancaster, Joseph Cotten, Burt Young, Paul Winfield",,,,,,,,,1977,R,144,,"Drama, Suspense",Drama,Suspense,,,
7056,Amazon Prime,Movie,Three Wise Guys,Robert Iscove,"Eddie McClintock, Tom Arnold, Katey Sagal, Jodi Lyn O'Keefe, Judd Nelson",,,,,,,,,2005,16+,86,,Comedy,Comedy,,,,
7057,Amazon Prime,Movie,The Florentine,Nick Stagliano,"Jeremy Davies, Virginia Madsen, Luke Perry, Mary Stuart Masterson",United States,United States,,,,,,,1999,R,104,,"Comedy, Drama",Comedy,Drama,,,
7058,Amazon Prime,Movie,Sharktopus,Declan O'Brien,"Eric Roberts, Hector Jimenez",,,,,,,,,2010,13+,89,,"Action, Horror, Science Fiction",Action,Horror,Science Fiction,,
7059,Amazon Prime,Movie,Sankar Guru,Raja,"Arjun, Seetha, Sasikala, Baby Shalini, Senthil, Senthamarai",,,,,,,,,1987,ALL,128,,"Action, Drama",Action,Drama,,,
7060,Amazon Prime,Movie,Blood Brother,John Pogue,"Trey Songz, Jack Kesy, China Anne McClain, Lindsay Musil, Fetty Wap",,,,,,,,,2018,R,85,,"Drama, Suspense",Drama,Suspense,,,
7061,Amazon Prime,Movie,Berlin I Love You,"Dianna Agron, Peter Chelsom, Claus Clausen, Fernando Eimbcke, Justin Franklin, Dennis Gansel, Dani Levy, Stephanie Martin, Josef Rusnak, Til Schweiger, Massy Tadjedin","Keira Knightley, Helen Mirren, Luke Wilson, Jim Sturgess, Mickey Rourke, Jenna Dewan, Hayden Panettiere, Emily Beecham, Dianna Argon, Diego Luna",,,,,,,,,2019,R,120,,Romance,Romance,,,,
7062,Amazon Prime,Movie,Assassin's Game,Anoop Rangi,"Tom Sizemore, Vivica A. Fox, Bai Ling, Mark Mikita, Chris Jai Alex, Melissa Mars, Vincent Mentry, Omari Washington, Jordan Cann, Tripp Law",,,,,,,,,2015,R,83,,"Action, Adventure",Action,Adventure,,,
7063,Amazon Prime,Movie,Tumbledown,Sean Mewshaw,"Rebecca Hall, Jason Sudeikis, Dianna Agron, Blythe Danner, Griffin Dunne, Joe Manganiello, Richard Masur",,,,,,,,,2016,R,103,,Comedy,Comedy,,,,
7064,Amazon Prime,Movie,Tracers,Daniel Benmayor,"Taylor Lautner, Marie Avgeropoulos, Adam Rayner, Rafi Gavron",United States,United States,,,,,,,2015,PG-13,94,,"Action, Suspense",Action,Suspense,,,
7065,Amazon Prime,Movie,The Taunting,Stephen Kadwell,"Maraim Sobh, Matthew Tucker, Zach Roberson, Tony Recktenwald, Tyler Davis, Stevie Shale, Ross Magyar",,,,,,,,,2021,13+,44,,Horror,Horror,,,,
7066,Amazon Prime,Movie,The Rainbow (1989),Ken Russell,"Sammi Davis, Amanda Donohoe, David Hemmings, Glenda Jackson",,,,,,,,,1989,R,111,,"Action, Adventure, Drama",Action,Adventure,Drama,,
7067,Amazon Prime,Movie,The Confirmation,Bob Nelson,"Clive Owen, Jaeden Lieberher, Maria Bello, Robert Forster, Tim Blake Nelson, Patton Oswalt",,,,,,,,,2016,PG-13,101,,"Comedy, Drama",Comedy,Drama,,,
7068,Amazon Prime,Movie,Tapped Out,Allan Ungar,"Michael Biehn, Martin Kove, Krzysztof Soszynski, Anderson ""The Spider"" Silva, Lyoto ""The Dragon"" Machida, Nick Bateman, Jerry A. Ziler",,,,,,,,,2014,R,108,,"Action, Adventure, Drama",Action,Adventure,Drama,,
7069,Amazon Prime,Movie,Sixer,Chachi,"Vaibhav Reddy, Palak Lalwani, Sathish, Radha Ravi, Ilavarasu",,,,,,,,,2019,ALL,129,,"Comedy, Romance",Comedy,Romance,,,
7070,Amazon Prime,TV Show,Rosemary's Baby,,"Zoe Saldana, Patrick J. Adams",,,,,,,,,2014,TV-14,,1,Drama,Drama,,,,
7071,Amazon Prime,Movie,Raising Flagg,Neal Miller,"Alan Arkin, Barbara Dana, Lauren Holly, Austin Pendleton, Richard Kind, Glenne Headly, Clifton James, Daniel Quinn, Matthew Arkin",,,,,,,,,2007,PG-13,102,,"Comedy, Drama",Comedy,Drama,,,
7072,Amazon Prime,Movie,Old House,Kunlin Wang,"Kaleb Rudy, Vance Vlasek, Tim Hooper, Alexandra Corin Johnston, Troy VanRooy, Grayson Francis",,,,,,,,,2019,18+,24,,"Arts, Entertainment, and Culture, Drama, LGBTQ",Arts,Entertainment,and Culture,Drama,LGBTQ
7073,Amazon Prime,Movie,La patente,Alessandro Palazzi,"Andrea De Bruyn, Ernesto De Stefano, Isabel Gondim",,,,,,,,,2012,16+,90,,"Arthouse, Comedy",Arthouse,Comedy,,,
7074,Amazon Prime,Movie,Kickboxer 5: Redemption,Kristine Peterson,"Mark Dacascos, James Ryan, Geoff Meed, Tony Caprari, Greg Latter",,,,,,,,,2000,R,88,,"Action, Sports, Suspense",Action,Sports,Suspense,,
7075,Amazon Prime,Movie,Japanese Story,Sue Brooks,"Toni Collette, Otaro Tsunashima, Matthew Dyktynski, Lynette Curran, Yumiko Tanaka, Kate Atkinson",,,,,,,,,2003,R,99,,"Arthouse, Arts, Entertainment, and Culture, Drama",Arthouse,Arts,Entertainment,and Culture,Drama
7076,Amazon Prime,Movie,Hide and Seek,Sidney J. Furie,"Bruce Greenwood, Daryl Hannah, Jennifer Tilly, Vincent Gallo",,,,,,,,,2004,R,100,,"Action, Drama, Suspense",Action,Drama,Suspense,,
7077,Amazon Prime,Movie,Gurkha,Sam Anton,"Yogi Babu, Elyssa Erhadt, Anandaraj, Raj Bharath, Livingston, Charle",,,,,,,,,2019,ALL,141,,"Comedy, Drama, Suspense",Comedy,Drama,Suspense,,
7078,Amazon Prime,Movie,Getting Up And Going Home,Steven Schachter,"Tom Skerritt, Blythe Danner, Roma Downey, Bruce Kirby, Gary Frank, Julianne Phillips, Dorian Harewood",,,,,,,,,1992,PG-13,93,,Drama,Drama,,,,
7079,Amazon Prime,Movie,Forced Orphans,V N Aditya,"Trin Miller, Ankita Javeri, Tom Ricciardelli, Raj Virk, Ben Andrews, Abhay Chebium, Sriveda Chandra, Melissa Topscher",,,,,,,,,2021,ALL,68,,Drama,Drama,,,,
7080,Amazon Prime,Movie,Beast (2018),Michael Pearce,"Jessie Buckley, Johnny Flynn, Geraldine James",,,,,,,,,2018,R,107,,Suspense,Suspense,,,,
7081,Amazon Prime,Movie,Bad Boys,Rick Rosenthal,"Sean Penn, Reni Santoni, Jim Moody, Esai Morales, Ally Sheedy",,,,,,,,,1983,R,124,,"Drama, Suspense",Drama,Suspense,,,
7082,Amazon Prime,TV Show,Baby Shark's Day at School,,,,,,,,,,,2021,TV-G,,1,"Animation, Kids",Animation,Kids,,,
7083,Amazon Prime,Movie,Aruvam,Sai Sekhar,"Siddharth, Catherine Tresa, Sathish, Kabir Duhan Singh, Aadukalam Naren",,,,,,,,,2019,13+,123,,Suspense,Suspense,,,,
7084,Amazon Prime,Movie,24 Hours to Live,Brian Smrz,"Ethan Hawke, Qing Xu, Paul Anderson, Liam Cunningham, Rutger Hauer, Nathalie Boltt, Tanya van Graan",,,,,,,,,2017,R,94,,Action,Action,,,,
7085,Amazon Prime,Movie,While She Was Out,Susan Montford,"Kim Basinger, Lukas Haas, Craig Sheffer, Jamie Starr, Leonard Wu",,,,,,,,,2008,R,86,,"Horror, Suspense",Horror,Suspense,,,
7086,Amazon Prime,Movie,We Wish You a Merry Christmas,Bert Ring,"Nell Carter, Lacey Chabert, John Forsythe, Tahj Mowry, Travis Tritt",,,,,,,,,1999,ALL,48,,"Animation, Kids",Animation,Kids,,,
7087,Amazon Prime,Movie,Veera,Suresh Krissna,"Rajinikanth, Meena, Roja, Janagaraj",,,,,,,,,1994,ALL,162,,"Comedy, Drama, Romance",Comedy,Drama,Romance,,
7088,Amazon Prime,Movie,Vaanavil Vaazhkai,James Vasanthan,"Jithin Raj, Sai Shankar, Jose Selvaraj, Jonathan Devadoss, Pavithran, Maya S. Krishnan",,,,,,,,,2015,13+,145,,"Arts, Entertainment, and Culture",Arts,Entertainment,and Culture,,
7089,Amazon Prime,Movie,Trees Lounge,Steve Buscemi,"Carol Kane, Mark Boone Junior, Steve Buscemi",,,,,,,,,1996,R,95,,"Comedy, Drama",Comedy,Drama,,,
7090,Amazon Prime,Movie,Threebound,"Kate Forsatz, Daryl Ferrara","Jason Griffith, Kate Forsatz, Laura Gilreath, Walter Hoffman, Nathan Spiteri, Christian Barber, Heidi Armbruster, Bradford How, Maryn James, Malachy McCourt, Zach Miko, Samantha Tuffarelli, Lauren Hooper, Sarah Haruko, Austin Michael Young, Shane Nepveu, Maggie Ronck",,,,,,,,,2020,16+,102,,"Comedy, Romance",Comedy,Romance,,,
7091,Amazon Prime,Movie,Thrashin',David Winters,"Josh Brolin, Sherilyn Fenn, Anthony Kiedis, Robert Rusler",,,,,,,,,1986,16+,92,,"Action, Comedy, Drama",Action,Comedy,Drama,,
7092,Amazon Prime,Movie,Thoongaa Vanam,Rajesh M. Selva,"Kamal Haasan, Prakash Raj, Trisha, Kishore, Sampath Raj, Yugi Sethu",,,,,,,,,2015,13+,121,,"Action, Suspense",Action,Suspense,,,
7093,Amazon Prime,TV Show,The Guard,,"Steve Bacic,  Zoie Palmer, Jeremy Guilbaut, Gordon Michael Woolvett",,,,,,,,,2009,TV-14,,1,Drama,Drama,,,,
7094,Amazon Prime,Movie,The Demolitionist (1995),Robert Kurtzman,"Nicole Eggert, Bruce Abbott, Susan Tyrrell",,,,,,,,,1995,R,93,,"Fantasy, Science Fiction",Fantasy,Science Fiction,,,
7095,Amazon Prime,Movie,Tanner Hall,"Francesca Gregorini, Tatiana von Furstenberg","Amy Ferguson, Amy Sedaris, Brie Larson, Chris Kattan, Georgia King, Rooney Mara, Tom Everett Scott",,,,,,,,,2011,R,95,,"Drama, Romance",Drama,Romance,,,
7096,Amazon Prime,Movie,Sundown: The Vampire In Retreat,Anthony Hickox,"David Carradine, Morgan Brittant, Bruce Campbell, Jim Metzler, Maxwell Caulfield",,,,,,,,,1991,R,104,,"Comedy, Horror",Comedy,Horror,,,
7097,Amazon Prime,Movie,Slow Burn (2000),Christian Ford,"Minnie Driver, James Spader, Josh Brolin, Stuart Wilson, Jennifer Ann Evans, Nicole Fellows",,,,,,,,,2000,R,97,,Suspense,Suspense,,,,
7098,Amazon Prime,Movie,Rudhramadevi,James Vasanthan,"Anushka Shetty, Allu Arjun, Rana Daggubati, Krishnam Raju, Prakash Raj, Suman, Nithya Menen, Catherine Tresa",,,,,,,,,2015,13+,150,,"Action, Drama",Action,Drama,,,
7099,Amazon Prime,Movie,Roommate Wanted,Rob Margolies,"Alexa Vega, Spencer Grammer, Kathryn Morris, Richard Riehle, Bryan Dechart, Jennifer Lyons",,,,,,,,,2015,R,85,,Suspense,Suspense,,,,
7100,Amazon Prime,Movie,Pudhukottaiyilirundhu Saravanan,S. S. Stanley,"Dhanush, Aparna Pillai, Karunas, Peter Hein",,,,,,,,,2004,13+,150,,"Comedy, Romance",Comedy,Romance,,,
7101,Amazon Prime,TV Show,Nightcap,,"Ali Wentworth, Lauren Blumenfeld, Don Fanelli",,,,,,,,2021-08-04,2017,TV-14,,2,Comedy,Comedy,,,,
7102,Amazon Prime,Movie,My Five Wives,Sidney J. Furie,"Rodney Dangerfield, Andrew Dice Clay, Jerry Stiller, Molly Shannon, John Byner, John Pinette",,,,,,,,,2000,R,101,,Comedy,Comedy,,,,
7103,Amazon Prime,Movie,Mosakutty,M. Jeevan,"Veera, Mahima Nambiar, Joe Malloori, M. S. Bhaskar, Jangiri Madhumitha",,,,,,,,,2014,13+,109,,Romance,Romance,,,,
7104,Amazon Prime,Movie,Mercury Plains,Charles Burmeister,"Scott Eastwood, Angela Sarafyan, Nick Chinlund, Sue Rock, Karina Junker, Katherine Willis, Mark Hanson, Keith Poulson, Justin Arnold",,,,,,,,,2016,R,102,,Suspense,Suspense,,,,
7105,Amazon Prime,Movie,Meet Wally Sparks,Peter Baldwin,"Rodney Dangerfield, Debi Mazar, Burt Reynolds, David Ogden Stiers",,,,,,,,,1997,R,106,,Comedy,Comedy,,,,
7106,Amazon Prime,Movie,Manmadhan,A.J. Murugan,"Silambarasan, Jyothika, Sindhu Tolani, Goundamani",,,,,,,,,2004,18+,166,,"Action, Drama, Romance",Action,Drama,Romance,,
7107,Amazon Prime,Movie,Madhouse,William Butler,"Joshua Leonard, Jordan Ladd, Natasha Lyonne, Lance Henriksen, Dendrie Taylor",,,,,,,,,2005,R,91,,"Horror, Suspense",Horror,Suspense,,,
7108,Amazon Prime,Movie,London,Hunter Richards,"Chris Evans, Jason Statham, Paula Patton, Jessica Biel, Isla Fisher, Kat Dennings, Lina Esco, Kelli Garner, Joy Bryant, Dane Cook, Louis C.K., Sophie Monk, Jeff Wolfe",,,,,,,,,2006,R,93,,"Action, Romance",Action,Romance,,,
7109,Amazon Prime,Movie,Kaaviya Thalaivan,Vasanthabalan,"Siddharth, Prithviraj, Nassar, Vedhika, Anaika Soti, Thambi Ramaiah",,,,,,,,,2014,13+,143,,"Comedy, Drama",Comedy,Drama,,,
7110,Amazon Prime,Movie,Intimate Portrait: Debbie Reynolds and Carrie Fisher,Bob Jaffe,"Debbie Reynolds, Carrie Fisher, Nancy Glass",,,,,,,,,2011,13+,44,,Documentary,Documentary,,,,
7111,Amazon Prime,Movie,Guinevere,Jud Taylor,"Sheryl Lee, Noah Wyle, Sean Patrick Flanery, Brid Brennan, James Faulkner, Donald Pleasence",,,,,,,,,1994,13+,91,,"Action, Adventure",Action,Adventure,,,
7112,Amazon Prime,TV Show,Graves,,"Nick Nolte, Sela Ward, Skylar Astin, Heléne Yorke, Chris Lowell, Callie Hernandez, Nia Vardalos, Ernie Hudson, Roger Bart, Angélica Maria, Tania Gunadi, Khotan Hernandez",,,,,,,,,2016,TV-MA,,1,Drama,Drama,,,,
7113,Amazon Prime,Movie,Giants of Rome, Antonio Margheriti,"Richard Harrison, Wandisa Guida, Ettore Manni",,,,,,,,,1964,13+,76,,Drama,Drama,,,,
7114,Amazon Prime,Movie,Gajaar: Journey of the Soul,Ajit P. Bhairavkar,"Sanjiv Chopra, Umesh Jagtap, Chinmay Mandlekar, Suhas Sirsat, Edward Sonnenblick, Sukhada Yash",,,,,,,,,2011,13+,113,,Drama,Drama,,,,
7115,Amazon Prime,Movie,Esther and the King," Raoul Walsh, Mario Bava","Joan Collins, Richard Egan, Denis O'Dea",,,,,,,,,1960,13+,93,,"Drama, Special Interest",Drama,Special Interest,,,
7116,Amazon Prime,Movie,Double Whammy,Tom DiCillo,"Denis Leary, Elizabeth Hurley, Steve Buscemi, Chris Noth",,,,,,,,,2002,R,93,,"Comedy, Suspense",Comedy,Suspense,,,
7117,Amazon Prime,TV Show,Don't Quit Your Gay Job,,"Rob Easton, Sean Horlor",,,,,,,,,2011,13+,,1,TV Shows,TV Shows,,,,
7118,Amazon Prime,TV Show,Dan Vs.,,"Curtis Armstrong, Dave Foley, Paget Brewster",,,,,,,,2021-08-04,2013,TV-PG,,3,"Animation, Comedy",Animation,Comedy,,,
7119,Amazon Prime,Movie,City Island,Raymond De Felitta,"Andy Garcia, Julianna Margulies, Steven Strait, Alan Arkin, Emily Mortimer, Ezra Miller",,,,,,,,,2010,PG-13,104,,"Comedy, Drama",Comedy,Drama,,,
7120,Amazon Prime,Movie,Cassandra's Dream,Woody Allen,"Colin Farrell, Ewan McGregor, Tom Wilkinson, Sally Hawkins",,,,,,,,,2008,PG-13,109,,"Romance, Suspense",Romance,Suspense,,,
7121,Amazon Prime,Movie,Carnal Knowledge,Mike Nichols,"Ann-Margret, Candice Bergen, Art Garfunkel, Carol Kane, Rita Moreno, Jack Nicholson, Cynthia O'Neal",,,,,,,,,1971,16+,98,,"Comedy, Drama",Comedy,Drama,,,
7122,Amazon Prime,Movie,Careful What You Wish For,Elizabeth Allen Rosenbaum,"Dermot Mulroney, Graham Rogers, Isabel Lucas, Nick Jonas",,,,,,,,,2016,R,91,,"Drama, Suspense",Drama,Suspense,,,
7123,Amazon Prime,Movie,Azhaggiye Thee,Logan,"Saresh D7, Latha, Shabeetha",,,,,,,,,2019,13+,99,,"Comedy, Drama, Romance",Comedy,Drama,Romance,,
7124,Amazon Prime,Movie,Altitude,Alex Merkin,"Dolph Lundgren, Denise Richards, Jonathan Lipnicki, Chuck Liddell",,,,,,,,,2017,R,88,,Action,Action,,,,
7125,Amazon Prime,Movie,Act 4 - Title before 1C onboarding 2,1,1,,,,,,,,,2021,ALL,61,,Action,Action,,,,
7126,Amazon Prime,Movie,Act 4 - Title before 1C onboarding 1,1,1,,,,,,,,,2021,ALL,61,,Action,Action,,,,
7127,Amazon Prime,Movie,A Hobo's Christmas,Will Mackenzie,"Barnard Hughes, Gerald McRaney, Wendy Crewson",,,,,,,,,1987,13+,93,,Drama,Drama,,,,
7128,Amazon Prime,Movie,Vismayam,Chandra Sekhar Yeleti,"Mohanlal, Gautami, Viswant Duddumpudi, Anisha Ambrose, P. Balachandran, Joy Mathew, Raina Rao",,,,,,,,,2016,ALL,144,,Drama,Drama,,,,
7129,Amazon Prime,Movie,Urban Envy,"Coke Horner, Desmond Weems","Charl Washington, Coke Horner, Trina Chatfield, Jessie A., Deborah Chenault Green",,,,,,,,,2021,18+,90,,"Action, Drama, Suspense",Action,Drama,Suspense,,
7130,Amazon Prime,Movie,Resentment,Natalia Shaufert,"Dana Ciobanu, Mircea Marco, Iurie Radu, Ana Tkacenko, Anatol Durbalã",,,,,,,,,2019,16+,95,,"Action, Drama",Action,Drama,,,
7131,Amazon Prime,Movie,Inji Murappa,S. Saha,"Sri Balaji, Sony Charishta, Chitti Babu, Rishika, Nellai Siva",,,,,,,,,2015,13+,123,,Romance,Romance,,,,
7132,Amazon Prime,TV Show,Himouto! Umaru-chan,,,,,,,,,,,2017,TV-14,,1,Anime,Anime,,,,
7133,Amazon Prime,Movie,Faith,Eli Daughdrill,"Brian Geraghty, Nora-Jane Noone, Iddo Goldberg",,,,,,,,,2020,16+,86,,Drama,Drama,,,,
7134,Amazon Prime,Movie,Dirty God,Sacha Polak,"Vicky Knight, Katherine Kelly, Eliza Brady-Girard, Rebecca Stone",,,,,,,,,2020,13+,104,,Drama,Drama,,,,
7135,Amazon Prime,Movie,Counter Histories: Rock Hill,Frederick Taylor,"Jeremiah Fewell, Carol Parente",,,,,,,,,2021,16+,54,,Drama,Drama,,,,
7136,Amazon Prime,TV Show,Content,,"Amy Desrosiers, Valentine Rogers",,,,,,,,,2020,TV-MA,,1,"Comedy, Drama, Science Fiction",Comedy,Drama,Science Fiction,,
7137,Amazon Prime,Movie,Clip: 1,1,1,,,,,,,,,2021,18+,3,,Action,Action,,,,
7138,Amazon Prime,Movie,Chasing Sleep,Michael Walker,"Jeff Daniels, Molly Price, Ben Shenkman, Gil Bellows, Michelle Held, Emily Bergl",,,,,,,,,2001,R,104,,Suspense,Suspense,,,,
7139,Amazon Prime,Movie,Valley Of Fire,John English,"Gene Autry, Champion, Gail Davis",,,,,,,,,1951,7+,63,,"Special Interest, Western",Special Interest,Western,,,
7140,Amazon Prime,TV Show,The Spot 313,,"Brian White, Marques Houston, Chrissy Stokes, Veronika Bozeman",,,,,,,,,2021,18+,,1,"Action, Comedy",Action,Comedy,,,
7141,Amazon Prime,Movie,The Roommate,Christian Christiansen,"Minka Kelly, Cam Gigandet, Leighton Meester, Aly Michalka, Danneel Harris, Frances Fisher, Billy Zane",,,,,,,,,2011,PG-13,91,,Suspense,Suspense,,,,
7142,Amazon Prime,Movie,The Iron Lady,Phyllida Lloyd,"Meryl Streep, Jim Broadbent, Harry Lloyd, Anthony Head, Alexandra Roach",,,,,,,,,2011,PG-13,105,,Drama,Drama,,,,
7143,Amazon Prime,Movie,The Eagle's Nest,Olivier Assoua,"Claude S Mbida Nkou, Felicity Asseh, Richard Essame, Axel Abessolo",,,,,,,,,2021,16+,91,,"Action, Drama, Suspense",Action,Drama,Suspense,,
7144,Amazon Prime,Movie,The Devils Heist,Fernando Acevedo,"Bryan Sapphire, Mike Ferguson, Sandra Rosko",,,,,,,,,2020,18+,78,,Horror,Horror,,,,
7145,Amazon Prime,TV Show,The Coleman Show,,"Eric Epps, Khadijah Freeman, Cayen Martin, Angelic Prom, Danny Froze, Henri Sallis, Xander Coleman, Calvin Coleman, Timothy ""Prince T Dub"" Hayes",,,,,,,,,2021,13+,,1,"Comedy, Drama",Comedy,Drama,,,
7146,Amazon Prime,Movie,The Blood Lands,Simeon Halligan,"Pollyanna McIntosh, Lee Williams",,,,,,,,,2015,R,83,,Suspense,Suspense,,,,
7147,Amazon Prime,TV Show,Tales From The Cryptkeeper,,John Kassir,,,,,,,,2021-08-06,1999,TV-G,,3,"Animation, Kids",Animation,Kids,,,
7148,Amazon Prime,Movie,Stealing Chaplin,Paul Tanter,"Charles Chaplin, Al Sapienza, Wayne Newton, Peter Woodward, Simon Phillips, Anne-Carolyne Binette, Cheryl Prater",,,,,,,,,2021,18+,106,,"Action, Comedy",Action,Comedy,,,
7149,Amazon Prime,Movie,Stag Hunt,James Shanks,"Mackenzie Astin, Neil Cole",,,,,,,,,2014,13+,93,,"Action, Adventure",Action,Adventure,,,
7150,Amazon Prime,Movie,Sorority Nightmare,"Devon Downs, Kenny Gage","Sierra McCormick, Cassidy Gifford, Katie Sarife, Anthony del Negro",,,,,,,,,2017,UNRATED,85,,Suspense,Suspense,,,,
7151,Amazon Prime,Movie,Silver Canyon,John English,"Gene Autry, Champion, Gail Davis",,,,,,,,,1951,7+,70,,"Special Interest, Western",Special Interest,Western,,,
7152,Amazon Prime,Movie,Severed Ways,Tony Stone,"Clare Amory, Noelle Bailey, Nathan Corbin, Sean Dooley, James Fuentes, Gaby Hoffmann, David Perry, Tony Stone, Fiore Tedesco",,,,,,,,,2007,NR,110,,"Action, Adventure, Drama",Action,Adventure,Drama,,
7153,Amazon Prime,Movie,"Restoration, Inc.",Bolaji Tijani-Qudus,"Skylaer Palacios, Jorge Diaz, Martin Wang, Kyle Dayrit, Bill Dwan, Kelly Endersby",,,,,,,,,2021,16+,66,,"Action, Drama",Action,Drama,,,
7154,Amazon Prime,Movie,Pokémon Ranger and the Temple of the Sea,Kunihiko Yuyama,Ikue Ohtani,,,,,,,,,2007,7+,105,,"Animation, Anime, Kids",Animation,Anime,Kids,,
7155,Amazon Prime,Movie,Pipeline,Emily Aguilar,,,,,,,,,,2021,13+,85,,Horror,Horror,,,,
7156,Amazon Prime,Movie,Party With Me,Robyn August,"Allison Flanagan, Michael J. Henderson, Noah James, Justin Hogan, Mel McComb, Jaclyn Aimee, Jeremy Tardy, JT Vancollie, Lauren Parsons, Brenden Wedner, Anna Lillie, Cassy Crandall, Matthew Stolarz",,,,,,,,,2021,16+,93,,"Comedy, Drama",Comedy,Drama,,,
7157,Amazon Prime,TV Show,Paranormal Matrix,,"Katie Cook, Cathy Rankin",,,,,,,,,2017,13+,,1,TV Shows,TV Shows,,,,
7158,Amazon Prime,Movie,Outrage,Kirby Dick,"Congressman Barney Frank, Governor James McGreevey, Larry Kramer",,,,,,,,,2010,R,89,,Documentary,Documentary,,,,
7159,Amazon Prime,Movie,Middletown,Jay Leonard,"Jesse Lawrence, Suzanna Bornn, Jeff Raiano, Devan Kier, Shawn Barnes, John Mac Schnurr, Lenneres Hill, Derik Healy, Adam Perkins, Christina Dixon, Patrick Regan, Jennifer Lefsyk, Brandon Mendez",,,,,,,,,2021,16+,113,,"Comedy, Drama",Comedy,Drama,,,
7160,Amazon Prime,Movie,Merrick,Benjamin Diouris,"Marie Colomb, Mickaël Etrillard, Niseema Theillaud, Affif Ben Badra",,,,,,,,,2020,NR,82,,"Drama, Science Fiction",Drama,Science Fiction,,,
7161,Amazon Prime,Movie,Mere Dad Ki Maruti,Ashima Chibber,"Saqib Saleem, Rhea Chakraborty, Ram Kapoor, Prabal Panjabi, Benazir Shaikh, Ravi Kishan",India,India,,,,,,,2013,13+,101,,"Comedy, International",Comedy,International,,,
7162,Amazon Prime,Movie,Me Familia 2,Joe Ciminera,"John Basedow, Chris McCabe Adams, Erskine Alexander, Patrick Antonecchia, Robert Arensan, Joseph Ciminera",,,,,,,,,2021,18+,113,,"Drama, Suspense",Drama,Suspense,,,
7163,Amazon Prime,TV Show,McMafia,,"James Norton, Aleksey Serebryakov, Caio Blat, David Dencik, David Strathairn, Faye Marsay, Juliet Rylance, Maria Shukshina, Merab Ninidze, Oshri Cohen",,,,,,,,,2018,TV-MA,,1,"Drama, International, Suspense",Drama,International,Suspense,,
7164,Amazon Prime,TV Show,Love And War,,"Jay Thomas, Annie Potts, Joanna Gleaon",,,,,,,,2021-08-06,1995,TV-14,,1,TV Shows,TV Shows,,,,
7165,Amazon Prime,Movie,Let's Dream,Eric Gorlow,"Eric Gorlow, Kara Schaaf, Douglas M. Eames",United States,United States,,,,,,,2021,16+,95,,"Horror, Science Fiction, Suspense",Horror,Science Fiction,Suspense,,
7166,Amazon Prime,Movie,Hollywood High,Patrick Wright,"Susanne Severeid, John William Young",,,,,,,,,1976,R,80,,Comedy,Comedy,,,,
